absolute_course_url,course_name,subject_name
https://www.class-central.com/mooc/5965/udacity-networking-for-web-developers,Networking for Web Developers,Programming 
https://www.class-central.com/mooc/5969/spark-2014,SPARK 2014,Programming 
https://www.class-central.com/mooc/6016/udacity-engagement-monetization-mobile-games,Engagement & Monetization | Mobile Games,Programming 
https://www.class-central.com/mooc/5633/edx-mobile-application-experiences-part-3-building-mobile-apps,Mobile Application Experiences Part 3: Building Mobile Apps,Programming 
https://www.class-central.com/mooc/6124/openclassrooms-guide-du-developpeur-windows-10,Guide du développeur Windows 10,Programming 
https://www.class-central.com/mooc/6127/openclassrooms-apprendre-a-coder-pour-les-vrais-debutants,Apprendre à coder pour les vrais débutants,Programming 
https://www.class-central.com/mooc/6110/udacity-front-end-frameworks,Front End Frameworks,Programming 
https://www.class-central.com/mooc/5631/edx-mobile-application-experiences-part-4-understanding-use,Mobile Application Experiences Part 4: Understanding Use,Programming 
https://www.class-central.com/mooc/3335/opensap-software-development-on-sap-hana-delta-sps-11,Software Development on SAP HANA (Delta SPS 11),Programming 
https://www.class-central.com/mooc/3250/opensap-build-your-own-sap-fiori-app-in-the-cloud,Build Your Own SAP Fiori App in the Cloud,Programming 
https://www.class-central.com/mooc/3353/edx-introduction-to-cloud-computing,Introduction to Cloud Computing,Programming 
https://www.class-central.com/mooc/6837/mongodb-university-m233-getting-started-with-spark-and-mongodb,M233: Getting Started with Spark and MongoDB,Programming 
https://www.class-central.com/mooc/6312/udacity-objective-c-for-swift-developers,Objective-C for Swift Developers,Programming 
https://www.class-central.com/mooc/5632/edx-mobile-application-experiences-part-5-reporting-research-findings,Mobile Application Experiences Part 5: Reporting Research Findings,Programming 
https://www.class-central.com/mooc/2867/opensap-sap-business-warehouse-powered-by-sap-hana,SAP Business Warehouse powered by SAP HANA,Programming 
https://www.class-central.com/mooc/2954/edx-programming-in-scratch,Programming in Scratch,Programming 
https://www.class-central.com/mooc/4949/edx-introduction-to-mongodb-using-the-mean-stack,Introduction to MongoDB using the MEAN Stack,Programming 
https://www.class-central.com/mooc/6477/udacity-google-maps-apis,Google Maps APIs,Programming 
https://www.class-central.com/mooc/6493/concurrency,Concurrency,Programming 
https://www.class-central.com/mooc/2809/edx-the-computing-technology-inside-your-smartphone,The Computing Technology Inside Your Smartphone,Programming 
https://www.class-central.com/mooc/5380/openhpi-java-workshop-einfuhrung-in-die-testgetriebene-entwicklung-mit-junit,Java Workshop - Einführung in die Testgetriebene Entwicklung mit JUnit,Programming 
https://www.class-central.com/mooc/6304/edx-enterprise-software-lifecycle-management,Enterprise Software Lifecycle Management,Programming 
https://www.class-central.com/mooc/6527/udacity-client-server-communication,Client-Server Communication,Programming 
https://www.class-central.com/mooc/6531/udacity-web-accessibility,Web Accessibility,Programming 
https://www.class-central.com/mooc/6548/udacity-intro-to-progressive-web-apps,Intro to Progressive Web Apps,Programming 
https://www.class-central.com/mooc/6549/udacity-android-basics-multiscreen-apps,Android Basics: Multiscreen Apps,Programming 
https://www.class-central.com/mooc/4560/edx-developing-windows-10-universal-apps-part-2,Developing Windows 10 Universal Apps - Part 2,Programming 
https://www.class-central.com/mooc/4559/edx-developing-windows-10-universal-apps-part-3,Developing Windows 10 Universal Apps - Part 3,Programming 
https://www.class-central.com/mooc/6055/opensap-sap-hana-cloud-platform-,SAP HANA CLOUD PLATFORM の重要事項,Programming 
https://www.class-central.com/mooc/6149/opensap-developing-web-apps-with-sapui5,Developing Web Apps with SAPUI5,Programming 
https://www.class-central.com/mooc/4505/edx-developing-windows-10-universal-apps-part-1,Developing Windows 10 Universal Apps - Part 1,Programming 
https://www.class-central.com/mooc/6332/edx-developing-international-software-part-3,"Developing International Software, Part 3",Programming 
https://www.class-central.com/mooc/6686/udacity-java-programming-basics,Java Programming Basics,Programming 
https://www.class-central.com/mooc/6728/udacity-android-basics-networking,Android Basics: Networking,Programming 
https://www.class-central.com/mooc/4759/edx-matlab-et-octave-pour-debutants,MATLAB et Octave pour débutants,Programming 
https://www.class-central.com/mooc/5652/emma-coding-in-your-classroom-now,"Coding in your Classroom, Now!",Programming 
https://www.class-central.com/mooc/6798/udacity-deploying-applications-with-heroku,Deploying Applications with Heroku,Programming 
https://www.class-central.com/mooc/6796/udacity-dynamic-web-applications-with-sinatra,Dynamic Web Applications with Sinatra,Programming 
https://www.class-central.com/mooc/6797/udacity-the-mvc-pattern-in-ruby,The MVC Pattern in Ruby,Programming 
https://www.class-central.com/mooc/6592/edx-windows-10-app-development-advanced,Windows 10 App Development - Advanced,Programming 
https://www.class-central.com/mooc/6408/kadenze-web-development-and-design-for-artists,Web Development and Design for Artists,Programming 
https://www.class-central.com/mooc/6956/udacity-android-basics-data-storage,Android Basics: Data Storage,Programming 
https://www.class-central.com/mooc/7672/eduopen-introduzione-alla-programmazione-con-python,Introduzione alla programmazione con Python,Programming 
https://www.class-central.com/mooc/6056/opensap-sap-hana-cloud-platform-essentials,SAP HANA Cloud Platform Essentials,Programming 
https://www.class-central.com/mooc/6878/edx-agile-software-development,Agile Software Development,Programming 
https://www.class-central.com/mooc/6564/edx-scratch-programmeren-voor-kinderen-8,Scratch: Programmeren voor kinderen (8+),Programming 
https://www.class-central.com/mooc/4671/edx-html5-apps-and-games-advanced-techniques,HTML5 Apps and Games: Advanced Techniques,Programming 
https://www.class-central.com/mooc/7278/udacity-android-basics-make-your-first-app,Android Basics: Make Your First App,Programming 
https://www.class-central.com/mooc/7279/udacity-android-basics-button-clicks,Android Basics: Button Clicks,Programming 
https://www.class-central.com/mooc/6510/edx-einfuhrung-in-matlab,Einführung in MATLAB,Programming 
https://www.class-central.com/mooc/7342/udacity-android-basics-user-interface,Android Basics: User Interface,Programming 
https://www.class-central.com/mooc/7343/udacity-android-basics-user-input,Android Basics: User Input,Programming 
https://www.class-central.com/mooc/2813/edx-introduction-to-programming-with-java-starting-to-code-with-java,Introduction to Programming with Java: Starting to Code with Java,Programming 
https://www.class-central.com/mooc/7362/web-applications-for-everybody,Web Applications for Everybody,Programming 
https://www.class-central.com/mooc/7363/python-for-everybody-exploring-information,Python for Everybody - Exploring Information,Programming 
https://www.class-central.com/mooc/7380/udacity-vr-scenes-and-objects,VR Scenes and Objects,Programming 
https://www.class-central.com/mooc/7379/udacity-introduction-to-virtual-reality,Introduction to Virtual Reality,Programming 
https://www.class-central.com/mooc/7590/edx-intermediate-c,Intermediate C++,Programming 
https://www.class-central.com/mooc/5735/edx-introduction-to-programming-with-java-writing-good-code,Introduction to Programming with Java: Writing Good Code,Programming 
https://www.class-central.com/mooc/3781/kadenze-web-coding-fundamentals-for-artists,Web Coding Fundamentals for Artists,Programming 
https://www.class-central.com/mooc/7480/edx-minecraft-coding-and-teaching,"Minecraft, Coding and Teaching",Programming 
https://www.class-central.com/mooc/7463/udacity-vr-software-development,VR Software Development,Programming 
https://www.class-central.com/mooc/7464/udacity-firebase-in-a-weekend-by-google-android,Firebase in a Weekend by Google: Android,Programming 
https://www.class-central.com/mooc/7465/udacity-firebase-in-a-weekend-by-google-ios,Firebase in a Weekend by Google: iOS,Programming 
https://www.class-central.com/mooc/7494/udacity-swift-for-beginners,Swift for Beginners,Programming 
https://www.class-central.com/mooc/7495/udacity-swift-for-developers,Swift for Developers,Programming 
https://www.class-central.com/mooc/7496/udacity-autolayout,AutoLayout,Programming 
https://www.class-central.com/mooc/7677/eduopen-capstone-software-per-l-analisi-dei-dati-economici-matlab-r-latex-laboratorio-di-analisi-dei-dati_economia-a,"[Capstone] Software per l'analisi dei dati economici: Matlab, R, LaTeX - Laboratorio di Analisi dei dati_Economia (A)",Programming 
https://www.class-central.com/mooc/7719/eduopen-introduzione-a-latex,Introduzione a LaTeX,Programming 
https://www.class-central.com/mooc/7623/udacity-android-for-beginners,Android for Beginners,Programming 
https://www.class-central.com/mooc/3770/kadenze-introduction-to-programming-for-the-visual-arts-with-p5-js,Introduction to Programming for the Visual Arts with p5.js,Programming 
https://www.class-central.com/mooc/7204/edx-using-python-for-research,Using Python for Research,Programming 
https://www.class-central.com/mooc/7753/udacity-building-ios-interfaces,Building iOS Interfaces,Programming 
https://www.class-central.com/mooc/7754/udacity-ios-design-patterns,iOS Design Patterns,Programming 
https://www.class-central.com/mooc/7755/udacity-new-android-fundamentals,New Android Fundamentals,Programming 
https://www.class-central.com/mooc/7376/edx-matlab-and-octave-for-beginners,MATLAB and Octave for Beginners,Programming 
https://www.class-central.com/mooc/6660/edx-video-game-design-and-balance,Video Game Design and Balance,Programming 
https://www.class-central.com/mooc/8059/udacity-intro-to-javascript,Intro to JavaScript,Programming 
https://www.class-central.com/mooc/3590/edx-mobile-computing-with-app-inventor-cs-principles,Mobile Computing with App Inventor – CS Principles,Programming 
https://www.class-central.com/mooc/1650/edx-programming-basics,Programming Basics,Programming 
https://www.class-central.com/mooc/1651/edx-object-oriented-programming,Object-Oriented Programming,Programming 
https://www.class-central.com/mooc/6659/edx-video-game-asset-creation-and-process,Video Game Asset Creation and Process,Programming 
https://www.class-central.com/mooc/7837/edx-uml-class-diagrams-for-software-engineering,UML Class Diagrams for Software Engineering,Programming 
https://www.class-central.com/mooc/6300/edx-how-to-win-coding-competitions-secrets-of-champions,How to Win Coding Competitions: Secrets of Champions,Programming 
https://www.class-central.com/mooc/7840/edx-mobile-application-experiences,Mobile Application Experiences,Programming 
https://www.class-central.com/mooc/8131/edx-programmation-ios-partie-i,Programmation iOS (partie I),Programming 
https://www.class-central.com/mooc/8345/udacity-server-side-swift,Server-Side Swift,Programming 
https://www.class-central.com/mooc/8374/udacity-http-web-servers,HTTP & Web Servers,Programming 
https://www.class-central.com/mooc/2687/edx-jugando-con-android-aprende-a-programar-tu-primera-app,Jugando con Android - Aprende a Programar tu Primera App,Programming 
https://www.class-central.com/mooc/8394/udacity-vr-design,VR Design,Programming 
https://www.class-central.com/mooc/3338/edx-introduction-to-bootstrap-a-tutorial,Introduction to Bootstrap – A Tutorial,Programming 
https://www.class-central.com/mooc/5923/edx-introduction-to-html-and-javascript,Introduction to HTML and JavaScript,Programming 
https://www.class-central.com/mooc/7208/edx-advanced-css-concepts,Advanced CSS Concepts,Programming 
https://www.class-central.com/mooc/7818/edx-using-open-source-web-tooling-to-improve-development-proficiency,Using Open Source Web Tooling to Improve Development Proficiency,Programming 
https://www.class-central.com/mooc/4062/edx-introduction-to-jquery,Introduction to jQuery,Programming 
https://www.class-central.com/mooc/7377/edx-angularjs-framework-fundamentals,AngularJS: Framework Fundamentals,Programming 
https://www.class-central.com/mooc/8422/udacity-vr-platforms-applications,VR Platforms & Applications,Programming 
https://www.class-central.com/mooc/3231/edx-think-create-code,Think. Create. Code,Programming 
https://www.class-central.com/mooc/8430/udacity-version-control-with-git,Version Control with Git,Programming 
https://www.class-central.com/mooc/8439/udacity-firebase-analytics-android,Firebase Analytics: Android,Programming 
https://www.class-central.com/mooc/8438/udacity-firebase-analytics-ios,Firebase Analytics: iOS,Programming 
https://www.class-central.com/mooc/8474/udacity-passwordless-login-solutions-for-ios,Passwordless Login Solutions for iOS,Programming 
https://www.class-central.com/mooc/8475/udacity-passwordless-login-solutions-for-android,Passwordless Login Solutions for Android,Programming 
https://www.class-central.com/mooc/8369/edx-programmation-concurrente-avec-java,Programmation Concurrente (avec Java),Programming 
https://www.class-central.com/mooc/2964/edx-android-introduccion-a-la-programacion,Android: Introducción a la Programación,Programming 
https://www.class-central.com/mooc/8543/udacity-es6-javascript-improved,ES6 - JavaScript Improved,Programming 
https://www.class-central.com/mooc/8573/udacity-database-systems-concepts-design,Database Systems Concepts & Design,Programming 
https://www.class-central.com/mooc/8568/udacity-software-analysis-testing,Software Analysis & Testing,Programming 
https://www.class-central.com/mooc/8577/udacity-introduction-to-python,Introduction to Python,Programming 
https://www.class-central.com/mooc/8514/edx-how-virtual-reality-vr-works,How Virtual Reality (VR) Works,Programming 
https://www.class-central.com/mooc/8582/edx-developing-data-client-applications-and-services,Developing Data Client Applications and Services,Programming 
https://www.class-central.com/mooc/8583/edx-getting-started-with-azure-app-service-web-apps,Getting Started with Azure App Service: Web Apps,Programming 
https://www.class-central.com/mooc/8618/udacity-localization-essentials,Localization Essentials,Programming 
https://www.class-central.com/mooc/5764/edx-html5-and-css-fundamentals,HTML5 and CSS Fundamentals,Programming 
https://www.class-central.com/mooc/3444/edx-html5-coding-essentials-and-best-practices,HTML5 Coding Essentials and Best Practices,Programming 
https://www.class-central.com/mooc/7199/edx-css-basics,CSS Basics,Programming 
https://www.class-central.com/mooc/8633/edx-introduction-to-typescript-2,Introduction to TypeScript 2,Programming 
https://www.class-central.com/mooc/8645/edx-microsoft-professional-program-front-end-web-development-orientation,Microsoft Professional Program : Front-End Web Development Orientation,Programming 
https://www.class-central.com/mooc/5345/edx-introduccion-al-desarrollo-de-videojuegos-con-unity,Introducción al desarrollo de videojuegos con Unity,Programming 
https://www.class-central.com/mooc/8650/edx-introduction-to-python-fundamentals,Introduction to Python: Fundamentals,Programming 
https://www.class-central.com/mooc/8646/edx-building-your-azure-skills-toolkit,Building Your Azure Skills Toolkit,Programming 
https://www.class-central.com/mooc/6609/edx-implementing-etl-with-sql-server-integration-services-ssis,Implementing ETL with SQL Server Integration Services (SSIS),Programming 
https://www.class-central.com/mooc/7400/edx-managing-sql-database-transactions-and-concurrency,Managing SQL Database Transactions and Concurrency,Programming 
https://www.class-central.com/mooc/7405/edx-developing-sql-databases,Developing SQL Databases,Programming 
https://www.class-central.com/mooc/3341/edx-querying-with-transact-sql,Querying with Transact-SQL,Programming 
https://www.class-central.com/mooc/7401/edx-creating-programmatic-sql-database-objects,Creating Programmatic SQL Database Objects,Programming 
https://www.class-central.com/mooc/7399/edx-implementing-in-memory-sql-database-objects,Implementing In-Memory SQL Database Objects,Programming 
https://www.class-central.com/mooc/8108/edx-delivering-a-data-warehouse-in-the-cloud,Delivering a Data Warehouse in the Cloud,Programming 
https://www.class-central.com/mooc/8002/edx-asynchronous-programming-with-javascript,Asynchronous Programming with JavaScript,Programming 
https://www.class-central.com/mooc/8521/edx-provisioning-databases-in-azure-and-sql-server,Provisioning Databases in Azure and SQL Server,Programming 
https://www.class-central.com/mooc/8278/edx-sql-server-analysis-services-developing-a-tabular-data-model,SQL Server Analysis Services: Developing a Tabular Data Model,Programming 
https://www.class-central.com/mooc/4758/edx-introduction-to-c,Introduction to C++,Programming 
https://www.class-central.com/mooc/8684/coursera-multiplatform-mobile-app-development-with-nativescript,Multiplatform Mobile App Development with NativeScript,Programming 
https://www.class-central.com/mooc/8772/edx-lernen-objekt-orientierter-programmierung,Lernen objekt-orientierter Programmierung,Programming 
https://www.class-central.com/mooc/8765/futurelearn-game-design-and-development-a-bit-by-bit-history-of-video-game-music,Game Design and Development: a Bit-by-Bit History of Video Game Music,Programming 
https://www.class-central.com/mooc/452/coursera-programming-languages-part-a,"Programming Languages, Part A",Programming 
https://www.class-central.com/mooc/8593/edx-programming-for-everyone-introduction-to-programming,Programming for Everyone: Introduction to Programming,Programming 
https://www.class-central.com/mooc/8179/edx-software-testing-fundamentals,Software Testing Fundamentals,Programming 
https://www.class-central.com/mooc/8171/edx-software-testing-management,Software Testing Management,Programming 
https://www.class-central.com/mooc/7314/edx-android-developer-capstone-project-building-a-successful-android-app,Android Developer Capstone Project: Building a Successful Android App,Programming 
https://www.class-central.com/mooc/8518/edx-programming-for-the-web-with-javascript,Programming for the Web with JavaScript,Programming 
https://www.class-central.com/mooc/5469/coursera-desarrollo-de-aplicaciones-ios-proyecto-final,Desarrollo de Aplicaciones iOS - Proyecto Final,Programming 
https://www.class-central.com/mooc/6235/coursera-build-your-own-ios-app,Build Your Own iOS App,Programming 
https://www.class-central.com/mooc/8395/kadenze-digital-game-design-here-comes-the-twister,Digital Game Design: Here Comes the Twister,Programming 
https://www.class-central.com/mooc/8396/kadenze-digital-game-design-into-the-silent-water-under-the-rocks-and-stones,"Digital Game Design: Into the Silent Water, Under the Rocks and Stones",Programming 
https://www.class-central.com/mooc/8402/kadenze-digital-game-design-and-you-may-ask-yourself-well-how-did-i-get-here,"Digital Game Design: And You May Ask Yourself, “Well, How Did I Get Here?”",Programming 
https://www.class-central.com/mooc/8515/edx-creating-virtual-reality-vr-apps,Creating Virtual Reality (VR) Apps,Programming 
https://www.class-central.com/mooc/8528/edx-programmation-ios-partie-ii,Programmation iOS (partie II),Programming 
https://www.class-central.com/mooc/6657/edx-gameplay-programming-for-video-game-designers,Gameplay Programming for Video Game Designers,Programming 
https://www.class-central.com/mooc/8595/edx-mobile-computing-with-app-inventor-cs-principles-part-ii,Mobile Computing with App Inventor: CS Principles Part II,Programming 
https://www.class-central.com/mooc/6752/coursera-getting-started-with-augmented-reality,Getting started with Augmented Reality,Programming 
https://www.class-central.com/mooc/7398/edx-optimizing-performance-for-sql-based-applications,Optimizing Performance for SQL Based Applications,Programming 
https://www.class-central.com/mooc/8647/edx-microsoft-professional-capstone-front-end-web-development,Microsoft Professional Capstone : Front End Web Development,Programming 
https://www.class-central.com/mooc/6720/edx-video-game-design-history,Video Game Design History,Programming 
https://www.class-central.com/mooc/1243/futurelearn-begin-programming-build-your-first-mobile-game,Begin Programming: Build Your First Mobile Game,Programming 
https://www.class-central.com/mooc/4343/coursera-using-python-to-access-web-data,Using Python to Access Web Data,Programming 
https://www.class-central.com/mooc/4174/coursera-python-data-structures,Python Data Structures,Programming 
https://www.class-central.com/mooc/4319/coursera-programming-for-everybody-getting-started-with-python,Programming for Everybody (Getting Started with Python),Programming 
https://www.class-central.com/mooc/8640/coursera----c--,Основы разработки на C++: белый пояс,Programming 
https://www.class-central.com/mooc/4272/coursera-using-databases-with-python,Using Databases with Python,Programming 
https://www.class-central.com/mooc/5446/coursera-java-for-android,Java for Android,Programming 
https://www.class-central.com/mooc/1272/mobiles-for-development,Mobiles for Development,Programming 
https://www.class-central.com/mooc/6463/mongodb-university-m122-getting-started-with-mongodb-cluster-management,M122: Getting Started with MongoDB Cluster Management,Programming 
https://www.class-central.com/mooc/7384/edx-angularjs-advanced-framework-techniques,AngularJS: Advanced Framework Techniques,Programming 
https://www.class-central.com/mooc/4997/kadenze-visual-development-envisioning-a-narrative-for-film-and-video-games,Visual Development: Envisioning a Narrative for Film and Video Games,Programming 
https://www.class-central.com/mooc/848/coursera-initiation-a-la-programmation-en-c,Initiation à la programmation (en C++),Programming 
https://www.class-central.com/mooc/8516/edx-software-development-fundamentals,Software Development Fundamentals,Programming 
https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,Agile Development Using Ruby on Rails - Basics,Programming 
https://www.class-central.com/mooc/5674/coursera-desenvolvimento-agil-com-padroes-de-projeto,Desenvolvimento Ágil com Padrões de Projeto,Programming 
https://www.class-central.com/mooc/8496/edx-javascript-introduction,JavaScript Introduction,Programming 
https://www.class-central.com/mooc/8527/edx-software-engineering-essentials,Software Engineering Essentials,Programming 
https://www.class-central.com/mooc/441/coursera-introduction-a-la-programmation-orientee-objet-en-java,Introduction à la programmation orientée objet (en Java),Programming 
https://www.class-central.com/mooc/1193/complexity-explorer-introduction-to-agent-based-modeling,Introduction to Agent-based Modeling,Programming 
https://www.class-central.com/mooc/849/coursera-introduction-a-la-programmation-orientee-objet-en-c,Introduction à la programmation orientée objet (en C++),Programming 
https://www.class-central.com/mooc/847/coursera-initiation-a-la-programmation-en-java,Initiation à la programmation (en Java),Programming 
https://www.class-central.com/mooc/3227/coursera-java, Java程序设计,Programming 
https://www.class-central.com/mooc/5174/canvas-network-professional-web-accessibility-auditing-made-easy,Professional Web Accessibility Auditing Made Easy,Programming 
https://www.class-central.com/mooc/305/coursera-software-as-a-service,Software as a Service,Programming 
https://www.class-central.com/mooc/357/coursera-software-engineering-for-saas,Software Engineering for SaaS,Programming 
https://www.class-central.com/mooc/458/csci-1730-introduction-to-programming-languages,CSCI 1730 - Introduction to Programming Languages,Programming 
https://www.class-central.com/mooc/474/mongodb-university-m101-mongodb-for-developers,M101: MongoDB for Developers,Programming 
https://www.class-central.com/mooc/580/canvas-network-game-design-concepts,Game Design Concepts,Programming 
https://www.class-central.com/mooc/593/introduction-to-databases,Introduction to Databases,Programming 
https://www.class-central.com/mooc/1096/miriada-x-idesweb-introduccion-al-desarrollo-web,"iDESWEB, Introducción al desarrollo web",Programming 
https://www.class-central.com/mooc/1117/miriada-x-android-programacion-de-aplicaciones,Android. Programación de Aplicaciones,Programming 
https://www.class-central.com/mooc/2039/coursera-pattern-oriented-software-architectures-for-concurrent-and-networked-software,Pattern-Oriented Software Architectures for Concurrent and Networked Software,Programming 
https://www.class-central.com/mooc/407/coursera-computational-photography,Computational Photography,Programming 
https://www.class-central.com/mooc/799/introduction-aux-reseaux-cellulaires,Introduction aux réseaux cellulaires,Programming 
https://www.class-central.com/mooc/834/building-a-basic-website,Building a Basic Website,Programming 
https://www.class-central.com/mooc/1006/stanford-openedx-introduction-to-databases,Introduction to Databases,Programming 
https://www.class-central.com/mooc/845/coursera-introduction-to-systematic-program-design-part-1,Introduction to Systematic Program Design - Part 1,Programming 
https://www.class-central.com/mooc/1204/iversity-web-engineering-i-grundlagen-der-web-entwicklung,Web-Engineering I: Grundlagen der Web-Entwicklung,Programming 
https://www.class-central.com/mooc/1685/miriada-x-introduccion-a-la-programacion-para-ciencias-e-ingenieria,Introducción a la Programación para Ciencias e Ingeniería,Programming 
https://www.class-central.com/mooc/1424/miriada-x-introduccion-a-la-programacion-para-ciencias-e-ingenieria,Introducción a la Programación para Ciencias e Ingeniería,Programming 
https://www.class-central.com/mooc/1432/miriada-x-desarrollo-de-aplicaciones-en-html5-y-para-dispositivos-moviles-firefox-o-s,Desarrollo de Aplicaciones en HTML5 y para Dispositivos Móviles Firefox O.S.,Programming 
https://www.class-central.com/mooc/1205/iversity-web-engineering-ii-developing-mobile-html5-apps,Web Engineering II: Developing Mobile HTML5 Apps,Programming 
https://www.class-central.com/mooc/1697/coursera-introduction-to-computational-arts-processing,Introduction to Computational Arts: Processing,Programming 
https://www.class-central.com/mooc/3087/rwaq--matlab---,MATLAB البرمجة باستخدام ماتلاب,Programming 
https://www.class-central.com/mooc/3090/rwaq--ruby-------,Ruby مدخل إلى برمجة مواقع الإنترنت باستخدام لغة,Programming 
https://www.class-central.com/mooc/1858/openhpi-,内存数据库管理,Programming 
https://www.class-central.com/mooc/1742/upv-x-android-introduccion-a-la-programacion,Android: introducción a la programación,Programming 
https://www.class-central.com/mooc/1738/coursera--practice-on-programming,程序设计实习 / Practice on Programming,Programming 
https://www.class-central.com/mooc/3095/rwaq--python------,Python مقدمة إلى برمجة الحاسب باستخدام لغة,Programming 
https://www.class-central.com/mooc/533/coursera-pattern-oriented-software-architectures-programming-mobile-services-for-android-handheld-systems,Pattern-Oriented Software Architectures: Programming Mobile Services for Android Handheld Systems,Programming 
https://www.class-central.com/mooc/3099/rwaq--java----,Java مقدمة للبرمجة بلغة جافا,Programming 
https://www.class-central.com/mooc/2258/iversity-web-engineering-iii-quality-assurance,Web Engineering III: Quality Assurance,Programming 
https://www.class-central.com/mooc/1891/miriada-x-introduccion-a-la-programacion-para-ciencias-e-ingenieria-2a-edicion,Introducción a la Programación para Ciencias e Ingeniería (2ª edición),Programming 
https://www.class-central.com/mooc/453/coursera-the-hardware-software-interface,The Hardware/Software Interface,Programming 
https://www.class-central.com/mooc/3103/rwaq-----,البرمجة الموجهة بالاختبارات المقبولة,Programming 
https://www.class-central.com/mooc/732/coursera-metadata-organizing-and-discovering-information,Metadata: Organizing and Discovering Information,Programming 
https://www.class-central.com/mooc/1704/coursera-programming-cloud-services-for-android-handheld-systems,Programming Cloud Services for Android Handheld Systems,Programming 
https://www.class-central.com/mooc/2427/openlearning-mobile-game-development-with-gamesalad,Mobile Game Development with GameSalad,Programming 
https://www.class-central.com/mooc/1211/coursera-introduction-to-computing-a,Introduction to Computing 计算概论A,Programming 
https://www.class-central.com/mooc/2378/openhpi-grundlagen-des-programmierens,Grundlagen des Programmierens,Programming 
https://www.class-central.com/mooc/2003/miriada-x-desarrollo-en-html5-css-y-javascript-de-webapps-incluyendo-moviles-firefoxos,"Desarrollo en HTML5, CSS y Javascript de WebApps, incluyendo móviles FirefoxOS",Programming 
https://www.class-central.com/mooc/2143/edx-532001x--fundamentals-of-programming,532001x: 程序设计基础 | Fundamentals of Programming,Programming 
https://www.class-central.com/mooc/1206/iversity-algorithmen-und-datenstrukturen,Algorithmen und Datenstrukturen,Programming 
https://www.class-central.com/mooc/720/coursera-linear-and-integer-programming,Linear and Integer Programming,Programming 
https://www.class-central.com/mooc/429/coursera-creative-serious-and-playful-science-of-android-apps,"Creative, Serious and Playful Science of Android Apps",Programming 
https://www.class-central.com/mooc/1906/coursera-pensamiento-algoritmico,Pensamiento algorítmico,Programming 
https://www.class-central.com/mooc/697/coursera-conception-et-mise-en-oeuvre-d-algorithmes,Conception et mise en œuvre d'algorithmes.,Programming 
https://www.class-central.com/mooc/2554/desarrollo-de-aplicaciones-para-android,Desarrollo de Aplicaciones para Android,Programming 
https://www.class-central.com/mooc/2380/just-in-time-online-modules-in-engineering-computing,Just-in-Time Online Modules in Engineering Computing,Programming 
https://www.class-central.com/mooc/1586/janux-introduction-to-computer-programming,Introduction to Computer Programming,Programming 
https://www.class-central.com/mooc/2705/iversity-serious-game-design-and-development,Serious Game Design and Development,Programming 
https://www.class-central.com/mooc/2983/france-universite-numerique-programmation-sur-iphone-et-ipad-partie-i,Programmation sur iPhone et iPad (partie I),Programming 
https://www.class-central.com/mooc/1816/coursera-web-application-architectures,Web Application Architectures,Programming 
https://www.class-central.com/mooc/1875/france-universite-numerique-programmation-sur-iphone-et-ipad,Programmation sur iPhone et iPad,Programming 
https://www.class-central.com/mooc/3535/edx-dev202-3x-building-cloud-apps-with-microsoft-azure-part-3,DEV202.3x: Building Cloud Apps with Microsoft Azure – Part 3,Programming 
https://www.class-central.com/mooc/2781/coursera-interactive-computer-graphics-with-webgl,Interactive Computer Graphics with WebGL,Programming 
https://www.class-central.com/mooc/2486/nptel-introduction-to-programming-in-c,Introduction to Programming in C,Programming 
https://www.class-central.com/mooc/3983/nptel-fundamentals-of-database-systems,Fundamentals of database systems,Programming 
https://www.class-central.com/mooc/3990/nptel-functional-programming-in-haskell,Functional Programming in Haskell,Programming 
https://www.class-central.com/mooc/3844/jdk-8-massive-open-and-online-course-lambdas-and-streams-introduction,JDK 8 Massive Open and Online Course: Lambdas and Streams Introduction,Programming 
https://www.class-central.com/mooc/2765/coursera-, 计算导论,Programming 
https://www.class-central.com/mooc/2766/coursera-c,C程序设计,Programming 
https://www.class-central.com/mooc/1881/france-universite-numerique-introduction-a-html5-animations-et-jeux,Introduction à HTML5 - Animations et jeux,Programming 
https://www.class-central.com/mooc/2675/france-universite-numerique-python-des-fondamentaux-a-l-utilisation-du-langage,Python : des fondamentaux à l'utilisation du langage,Programming 
https://www.class-central.com/mooc/4063/edx-dev206-1x-introduction-to-xaml-and-application-development,DEV206.1x: Introduction to XAML and Application Development,Programming 
https://www.class-central.com/mooc/4366/edx-dev207-1x-programming-in-f,DEV207.1x: Programming in F#,Programming 
https://www.class-central.com/mooc/1957/coursera-programming-for-everybody-python,Programming for Everybody (Python),Programming 
https://www.class-central.com/mooc/4581/coursera--,程序设计与算法（大学先修课）,Programming 
https://www.class-central.com/mooc/4621/coursera-introduccion-a-java,Introducción a Java,Programming 
https://www.class-central.com/mooc/303/coursera-introduction-to-databases,Introduction to Databases,Programming 
https://www.class-central.com/mooc/4744/france-universite-numerique-soyez-acteurs-du-web,Soyez acteurs du web !,Programming 
https://www.class-central.com/mooc/4829/france-universite-numerique-bases-de-donnees-relationnelles-comprendre-pour-maitriser,Bases de données relationnelles : Comprendre pour maîtriser,Programming 
